MAC	Signal
00:1E:4A:90:00:20	-87
D4:68:4D:3E:87:FC	-51
D4:68:4D:3E:82:98	-31
D4:68:4D:3E:81:88	-54
D4:68:4D:3E:59:38	-60
D4:68:4D:3E:19:78	-63
D4:68:4D:3E:8A:68	-67
D4:68:4D:3E:81:98	-83
D4:68:4D:3E:A7:B8	-77
D4:68:4D:3E:A3:C8	-71
D4:68:4D:3E:A6:88	-71
D4:68:4D:3E:57:78	-88
D4:68:4D:3E:A3:08	-56
D4:68:4D:3E:87:F8	-58
D4:68:4D:3E:91:D8	-52
44:1C:A8:0F:72:9E	-88
D4:68:4D:3E:54:98	-69
D4:68:4D:3E:77:38	-77
D4:68:4D:3E:A4:28	-63
D4:68:4D:3E:8C:88	-49
D4:68:4D:3E:54:D8	-82
D4:68:4D:3E:89:58	-78
00:22:6B:47:B8:32	-91
D4:68:4D:3E:8A:6C	-81
D4:68:4D:3E:A6:8C	-74
D4:68:4D:3E:8B:4C	-89
D4:68:4D:3E:91:DC	-72
D4:68:4D:3E:59:3C	-74
D4:68:4D:3E:82:9C	-45
D4:68:4D:3E:A4:2C	-78
D4:68:4D:3E:54:8C	-90
D4:68:4D:3E:54:9C	-87
D4:68:4D:3E:54:DC	-86
D4:68:4D:3E:81:9C	-85
D4:68:4D:3E:A3:0C	-89
D4:68:4D:3E:8C:8C	-73
D4:68:4D:3E:81:8C	-76
D4:68:4D:3E:81:A8	-71
6C:AA:B3:72:31:C8	-83
6C:AA:B3:32:31:C8	-82
00:1E:4A:90:00:20	-87
D4:68:4D:3E:54:88	-90
D4:68:4D:3E:87:FC	-51
D4:68:4D:3E:82:98	-32
D4:68:4D:3E:81:88	-53
D4:68:4D:3E:59:38	-62
D4:68:4D:3E:19:78	-64
D4:68:4D:3E:8A:68	-68
D4:68:4D:3E:81:98	-80
D4:68:4D:3E:A7:B8	-80
D4:68:4D:3E:A3:C8	-70
D4:68:4D:3E:A6:88	-71
D4:68:4D:3E:57:78	-88
D4:68:4D:3E:A3:08	-55
D4:68:4D:3E:87:F8	-58
D4:68:4D:3E:91:D8	-53
44:1C:A8:0F:72:9E	-86
D4:68:4D:3E:54:98	-69
D4:68:4D:3E:77:38	-77
D4:68:4D:3E:A4:28	-62
D4:68:4D:3E:8C:88	-46
D4:68:4D:3E:54:D8	-82
D4:68:4D:3E:89:58	-78
00:22:6B:47:B8:32	-91
D4:68:4D:3E:8A:6C	-80
D4:68:4D:3E:A6:8C	-77
D4:68:4D:3E:8B:4C	-89
D4:68:4D:3E:91:DC	-72
D4:68:4D:3E:59:3C	-74
D4:68:4D:3E:82:9C	-45
D4:68:4D:3E:A4:2C	-76
D4:68:4D:3E:54:8C	-89
D4:68:4D:3E:54:9C	-88
D4:68:4D:3E:54:DC	-86
D4:68:4D:3E:81:9C	-83
D4:68:4D:3E:A3:0C	-89
D4:68:4D:3E:8C:8C	-72
D4:68:4D:3E:81:8C	-76
D4:68:4D:3E:81:A8	-73
6C:AA:B3:72:31:C8	-83
6C:AA:B3:32:31:C8	-82
00:1E:4A:90:00:20	-86
D4:68:4D:3E:54:88	-90
D4:68:4D:3E:87:FC	-51
D4:68:4D:3E:82:98	-31
D4:68:4D:3E:81:88	-55
D4:68:4D:3E:59:38	-62
D4:68:4D:3E:19:78	-64
D4:68:4D:3E:8A:68	-68
D4:68:4D:3E:81:98	-82
D4:68:4D:3E:A7:B8	-78
D4:68:4D:3E:A3:C8	-72
D4:68:4D:3E:A6:88	-71
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:A3:08	-55
D4:68:4D:3E:87:F8	-59
D4:68:4D:3E:91:D8	-53
44:1C:A8:0F:72:9E	-86
D4:68:4D:3E:54:98	-69
D4:68:4D:3E:77:38	-77
D4:68:4D:3E:A4:28	-63
D4:68:4D:3E:8C:88	-49
D4:68:4D:3E:54:D8	-82
D4:68:4D:3E:89:58	-78
00:22:6B:47:B8:32	-91
D4:68:4D:3E:8A:6C	-80
D4:68:4D:3E:A6:8C	-78
D4:68:4D:3E:8B:4C	-88
D4:68:4D:3E:91:DC	-71
D4:68:4D:3E:59:3C	-75
D4:68:4D:3E:82:9C	-45
D4:68:4D:3E:A4:2C	-82
D4:68:4D:3E:54:8C	-89
D4:68:4D:3E:54:9C	-87
D4:68:4D:3E:54:DC	-85
D4:68:4D:3E:81:9C	-84
D4:68:4D:3E:A3:0C	-88
D4:68:4D:3E:8C:8C	-73
D4:68:4D:3E:81:8C	-76
D4:68:4D:3E:81:A8	-73
6C:AA:B3:72:31:C8	-83
6C:AA:B3:32:31:C8	-82
00:1E:4A:90:00:20	-86
D4:68:4D:3E:54:88	-90
00:1E:4A:90:01:70	-87
D4:68:4D:3E:19:7C	-88
D4:68:4D:3E:87:FC	-51
D4:68:4D:3E:82:98	-31
D4:68:4D:3E:81:88	-53
D4:68:4D:3E:59:38	-60
D4:68:4D:3E:19:78	-62
D4:68:4D:3E:8A:68	-67
D4:68:4D:3E:81:98	-82
D4:68:4D:3E:A7:B8	-78
D4:68:4D:3E:A3:C8	-72
D4:68:4D:3E:A6:88	-74
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:A3:08	-56
D4:68:4D:3E:87:F8	-88
D4:68:4D:3E:91:D8	-53
44:1C:A8:0F:72:9E	-86
D4:68:4D:3E:54:98	-69
D4:68:4D:3E:77:38	-77
D4:68:4D:3E:A4:28	-63
D4:68:4D:3E:8C:88	-47
D4:68:4D:3E:54:D8	-82
D4:68:4D:3E:89:58	-110
00:22:6B:47:B8:32	-110
D4:68:4D:3E:8A:6C	-82
D4:68:4D:3E:A6:8C	-76
D4:68:4D:3E:8B:4C	-89
D4:68:4D:3E:91:DC	-71
D4:68:4D:3E:59:3C	-74
D4:68:4D:3E:82:9C	-44
D4:68:4D:3E:A4:2C	-77
D4:68:4D:3E:54:8C	-89
D4:68:4D:3E:54:9C	-87
D4:68:4D:3E:54:DC	-87
D4:68:4D:3E:81:9C	-84
D4:68:4D:3E:A3:0C	-89
D4:68:4D:3E:8C:8C	-72
D4:68:4D:3E:81:8C	-77
D4:68:4D:3E:81:A8	-70
6C:AA:B3:72:31:C8	-83
6C:AA:B3:32:31:C8	-81
00:1E:4A:90:00:20	-86
D4:68:4D:3E:54:88	-90
00:1E:4A:90:01:70	-87
D4:68:4D:3E:19:7C	-88
D4:68:4D:3E:A6:38	-92
D4:68:4D:3E:87:FC	-51
D4:68:4D:3E:82:98	-31
D4:68:4D:3E:81:88	-54
D4:68:4D:3E:59:38	-61
D4:68:4D:3E:19:78	-63
D4:68:4D:3E:8A:68	-66
D4:68:4D:3E:81:98	-83
D4:68:4D:3E:A7:B8	-78
D4:68:4D:3E:A3:C8	-72
D4:68:4D:3E:A6:88	-74
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:A3:08	-55
D4:68:4D:3E:87:F8	-57
D4:68:4D:3E:91:D8	-53
44:1C:A8:0F:72:9E	-86
D4:68:4D:3E:54:98	-69
D4:68:4D:3E:77:38	-77
D4:68:4D:3E:A4:28	-63
D4:68:4D:3E:8C:88	-48
D4:68:4D:3E:54:D8	-80
D4:68:4D:3E:89:58	-82
00:22:6B:47:B8:32	-110
D4:68:4D:3E:8A:6C	-80
D4:68:4D:3E:A6:8C	-76
D4:68:4D:3E:8B:4C	-89
D4:68:4D:3E:91:DC	-72
D4:68:4D:3E:59:3C	-74
D4:68:4D:3E:82:9C	-45
D4:68:4D:3E:A4:2C	-75
D4:68:4D:3E:54:8C	-88
D4:68:4D:3E:54:9C	-87
D4:68:4D:3E:54:DC	-86
D4:68:4D:3E:81:9C	-83
D4:68:4D:3E:A3:0C	-89
D4:68:4D:3E:8C:8C	-73
D4:68:4D:3E:81:8C	-75
D4:68:4D:3E:81:A8	-70
6C:AA:B3:72:31:C8	-110
6C:AA:B3:32:31:C8	-81
00:1E:4A:90:00:20	-86
D4:68:4D:3E:54:88	-110
00:1E:4A:90:01:70	-87
D4:68:4D:3E:19:7C	-87
D4:68:4D:3E:A6:38	-91
D4:68:4D:3E:87:FC	-51
D4:68:4D:3E:82:98	-32
D4:68:4D:3E:81:88	-54
D4:68:4D:3E:59:38	-62
D4:68:4D:3E:19:78	-65
D4:68:4D:3E:8A:68	-68
D4:68:4D:3E:81:98	-74
D4:68:4D:3E:A7:B8	-76
D4:68:4D:3E:A3:C8	-72
D4:68:4D:3E:A6:88	-74
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:A3:08	-54
D4:68:4D:3E:87:F8	-59
D4:68:4D:3E:91:D8	-54
44:1C:A8:0F:72:9E	-88
D4:68:4D:3E:54:98	-69
D4:68:4D:3E:77:38	-77
D4:68:4D:3E:A4:28	-67
D4:68:4D:3E:8C:88	-46
D4:68:4D:3E:54:D8	-81
D4:68:4D:3E:89:58	-82
00:22:6B:47:B8:32	-110
D4:68:4D:3E:8A:6C	-82
D4:68:4D:3E:A6:8C	-76
D4:68:4D:3E:8B:4C	-89
D4:68:4D:3E:91:DC	-71
D4:68:4D:3E:59:3C	-74
D4:68:4D:3E:82:9C	-44
D4:68:4D:3E:A4:2C	-77
D4:68:4D:3E:54:8C	-90
D4:68:4D:3E:54:9C	-87
D4:68:4D:3E:54:DC	-86
D4:68:4D:3E:81:9C	-83
D4:68:4D:3E:A3:0C	-88
D4:68:4D:3E:8C:8C	-72
D4:68:4D:3E:81:8C	-75
D4:68:4D:3E:81:A8	-72
6C:AA:B3:72:31:C8	-110
6C:AA:B3:32:31:C8	-81
00:1E:4A:90:00:20	-86
D4:68:4D:3E:54:88	-110
00:1E:4A:90:01:70	-87
D4:68:4D:3E:19:7C	-87
D4:68:4D:3E:A6:38	-91
42:49:0F:9A:96:50	-85
D4:68:4D:3E:87:FC	-51
D4:68:4D:3E:82:98	-31
D4:68:4D:3E:81:88	-52
D4:68:4D:3E:59:38	-61
D4:68:4D:3E:19:78	-65
D4:68:4D:3E:8A:68	-78
D4:68:4D:3E:81:98	-86
D4:68:4D:3E:A7:B8	-79
D4:68:4D:3E:A3:C8	-72
D4:68:4D:3E:A6:88	-73
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:A3:08	-57
D4:68:4D:3E:87:F8	-59
D4:68:4D:3E:91:D8	-85
44:1C:A8:0F:72:9E	-85
D4:68:4D:3E:54:98	-71
D4:68:4D:3E:77:38	-77
D4:68:4D:3E:A4:28	-62
D4:68:4D:3E:8C:88	-47
D4:68:4D:3E:54:D8	-81
D4:68:4D:3E:89:58	-82
00:22:6B:47:B8:32	-110
D4:68:4D:3E:8A:6C	-82
D4:68:4D:3E:A6:8C	-75
D4:68:4D:3E:8B:4C	-90
D4:68:4D:3E:91:DC	-72
D4:68:4D:3E:59:3C	-74
D4:68:4D:3E:82:9C	-45
D4:68:4D:3E:A4:2C	-79
D4:68:4D:3E:54:8C	-89
D4:68:4D:3E:54:9C	-87
D4:68:4D:3E:54:DC	-86
D4:68:4D:3E:81:9C	-81
D4:68:4D:3E:A3:0C	-88
D4:68:4D:3E:8C:8C	-72
D4:68:4D:3E:81:8C	-76
D4:68:4D:3E:81:A8	-72
6C:AA:B3:72:31:C8	-110
6C:AA:B3:32:31:C8	-81
00:1E:4A:90:00:20	-84
D4:68:4D:3E:54:88	-110
00:1E:4A:90:01:70	-110
D4:68:4D:3E:19:7C	-87
D4:68:4D:3E:A6:38	-91
42:49:0F:9A:96:50	-85
D4:68:4D:3E:8B:48	-89
D4:68:4D:3E:87:FC	-51
D4:68:4D:3E:82:98	-31
D4:68:4D:3E:81:88	-54
D4:68:4D:3E:59:38	-60
D4:68:4D:3E:19:78	-62
D4:68:4D:3E:8A:68	-65
D4:68:4D:3E:81:98	-82
D4:68:4D:3E:A7:B8	-78
D4:68:4D:3E:A3:C8	-71
D4:68:4D:3E:A6:88	-74
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:A3:08	-55
D4:68:4D:3E:87:F8	-58
D4:68:4D:3E:91:D8	-55
44:1C:A8:0F:72:9E	-87
D4:68:4D:3E:54:98	-68
D4:68:4D:3E:77:38	-77
D4:68:4D:3E:A4:28	-61
D4:68:4D:3E:8C:88	-45
D4:68:4D:3E:54:D8	-81
D4:68:4D:3E:89:58	-82
00:22:6B:47:B8:32	-110
D4:68:4D:3E:8A:6C	-79
D4:68:4D:3E:A6:8C	-77
D4:68:4D:3E:8B:4C	-90
D4:68:4D:3E:91:DC	-71
D4:68:4D:3E:59:3C	-74
D4:68:4D:3E:82:9C	-45
D4:68:4D:3E:A4:2C	-79
D4:68:4D:3E:54:8C	-88
D4:68:4D:3E:54:9C	-87
D4:68:4D:3E:54:DC	-86
D4:68:4D:3E:81:9C	-84
D4:68:4D:3E:A3:0C	-89
D4:68:4D:3E:8C:8C	-73
D4:68:4D:3E:81:8C	-76
D4:68:4D:3E:81:A8	-72
6C:AA:B3:72:31:C8	-110
6C:AA:B3:32:31:C8	-110
00:1E:4A:90:00:20	-84
D4:68:4D:3E:54:88	-110
00:1E:4A:90:01:70	-110
D4:68:4D:3E:19:7C	-87
D4:68:4D:3E:A6:38	-91
42:49:0F:9A:96:50	-86
D4:68:4D:3E:8B:48	-89
D4:68:4D:3E:8E:88	-91
D4:68:4D:3E:87:FC	-51
D4:68:4D:3E:82:98	-32
D4:68:4D:3E:81:88	-53
D4:68:4D:3E:59:38	-60
D4:68:4D:3E:19:78	-63
D4:68:4D:3E:8A:68	-68
D4:68:4D:3E:81:98	-81
D4:68:4D:3E:A7:B8	-77
D4:68:4D:3E:A3:C8	-72
D4:68:4D:3E:A6:88	-73
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:A3:08	-56
D4:68:4D:3E:87:F8	-59
D4:68:4D:3E:91:D8	-56
44:1C:A8:0F:72:9E	-89
D4:68:4D:3E:54:98	-68
D4:68:4D:3E:77:38	-77
D4:68:4D:3E:A4:28	-81
D4:68:4D:3E:8C:88	-47
D4:68:4D:3E:54:D8	-82
D4:68:4D:3E:89:58	-78
00:22:6B:47:B8:32	-110
D4:68:4D:3E:8A:6C	-81
D4:68:4D:3E:A6:8C	-77
D4:68:4D:3E:8B:4C	-89
D4:68:4D:3E:91:DC	-72
D4:68:4D:3E:59:3C	-74
D4:68:4D:3E:82:9C	-45
D4:68:4D:3E:A4:2C	-76
D4:68:4D:3E:54:8C	-89
D4:68:4D:3E:54:9C	-89
D4:68:4D:3E:54:DC	-86
D4:68:4D:3E:81:9C	-82
D4:68:4D:3E:A3:0C	-90
D4:68:4D:3E:8C:8C	-73
D4:68:4D:3E:81:8C	-76
D4:68:4D:3E:81:A8	-71
6C:AA:B3:72:31:C8	-88
6C:AA:B3:32:31:C8	-89
00:1E:4A:90:00:20	-85
D4:68:4D:3E:54:88	-110
00:1E:4A:90:01:70	-110
D4:68:4D:3E:19:7C	-87
D4:68:4D:3E:A6:38	-110
42:49:0F:9A:96:50	-86
D4:68:4D:3E:8B:48	-89
D4:68:4D:3E:8E:88	-91
D4:68:4D:3E:87:FC	-65
D4:68:4D:3E:82:98	-29
D4:68:4D:3E:81:88	-53
D4:68:4D:3E:59:38	-64
D4:68:4D:3E:19:78	-68
D4:68:4D:3E:8A:68	-80
D4:68:4D:3E:81:98	-110
D4:68:4D:3E:A7:B8	-73
D4:68:4D:3E:A3:C8	-70
D4:68:4D:3E:A6:88	-70
D4:68:4D:3E:57:78	-110
D4:68:4D:3E:A3:08	-76
D4:68:4D:3E:87:F8	-55
D4:68:4D:3E:91:D8	-64
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:54:98	-110
D4:68:4D:3E:77:38	-71
D4:68:4D:3E:A4:28	-65
D4:68:4D:3E:8C:88	-52
D4:68:4D:3E:54:D8	-71
