2018/09/07.21:01:58	"TU"	D4:68:4D:3E:A6:8C	36	AP	bgnac	PSK	CCMP	CCMP	5180	36	-82	80	-82	-82	38	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"TU"	D4:68:4D:3E:8A:6C	36	AP	bgnac	PSK	CCMP	CCMP	5180	56	-72	80	-72	-72	38	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"TU"	D4:68:4D:3E:81:AC	36	AP	bgnac	PSK	CCMP	CCMP	5180	26	-87	80	-87	-87	38	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"TU"	D4:68:4D:3E:77:3C	40	AP	bgnac	PSK	CCMP	CCMP	5200	24	-88	80	-88	-88	38	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	62	-69	80	-69	-69	46	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"TU"	D4:68:4D:3E:A3:0C	48	AP	bgnac	PSK	CCMP	CCMP	5240	36	-82	80	-82	-82	46	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP	bgnac	PSK	TKIP	CCMP TKIP	5745	42	-79	40	-79	-79	151	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	40	-80	80	-80	-80	151	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"TU"	D4:68:4D:3E:81:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	42	-79	80	-79	-79	159	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"TU"	D4:68:4D:3E:87:FC	157	AP	bgnac	PSK	CCMP	CCMP	5785	92	-54	80	-54	-54	159	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	58	-71	80	-71	-71	159	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:01:58	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	50	-75	80	-75	-75	159	2018/09/07.21:01:58	2018/09/07.21:01:58	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	100	-41	80	-41	-39	46	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:82:98	1	AP	bgn	PSK	CCMP	CCMP	2412	100	-32	20	-33	-32	1	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:8C:88	1	AP	bgn	PSK	CCMP	CCMP	2412	100	-47	20	-84	-47	1	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:8A:68	1	AP	bgn	PSK	CCMP	CCMP	2412	84	-58	20	-60	-58	1	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:A3:C8	1	AP	bgn	PSK	CCMP	CCMP	2412	32	-84	20	-84	-68	1	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:58:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	34	-83	20	-85	-83	1	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:81:88	4	AP	bgn	PSK	CCMP	CCMP	2427	92	-54	20	-54	-53	4	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
