date:-2018/09/14  LINSSIDDATALOGVER 2.8
Time	SSID	MAC	Channel	Mode	Protocol	Security	Privacy	Cipher	Frequency	Quality	Signal	BW	Min_Sig	Max_Sig	Cen_Chan	First_Seen	Last_Seen	Vendor
2018/09/14.21:14:30	"TU"	D4:68:4D:3E:86:58	1	AP		PSK	CCMP	CCMP	2412	24	-110	20	-89	-71	1	2018/09/14.20:59:59	2018/09/14.21:14:05	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	D4:68:4D:3E:58:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	26	-87	20	-89	-80	1	2018/09/14.21:00:31	2018/09/14.21:14:30	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	D4:68:4D:3E:77:3C	40	AP	bgnac	PSK	CCMP	CCMP	5200	18	-91	80	-91	-84	38	2018/09/14.21:00:38	2018/09/14.21:14:30	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	D4:68:4D:3E:86:68	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-91	-87	6	2018/09/14.21:01:34	2018/09/14.21:04:22	"Ruckus Wireless"
2018/09/14.21:14:30	"Directorate"	58:93:96:08:4A:18	5	AP		PSK	TKIP	CCMP TKIP	2432	22	-110	20	-91	-84	5	2018/09/14.21:02:13	2018/09/14.21:11:14	"Ruckus Wireless"
2018/09/14.21:14:30	"<hidden>"	6C:AA:B3:B2:31:C7	100	AP		PSK	CCMP	CCMP	5500	34	-110	40	-89	-83	102	2018/09/14.21:03:12	2018/09/14.21:09:26	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	6C:AA:B3:32:31:CC	100	AP	bgn	PSK	CCMP	CCMP	5500	22	-89	40	-91	-83	102	2018/09/14.21:03:18	2018/09/14.21:14:30	"Ruckus Wireless"
2018/09/14.21:14:30	"EACCESS"	6C:AA:B3:72:31:CC	100	AP		PSK	CCMP	CCMP	5500	20	-110	40	-91	-84	102	2018/09/14.21:03:18	2018/09/14.21:14:24	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	6C:AA:B3:32:24:68	1	AP	bgn	PSK	CCMP	CCMP	2412	40	-80	20	-89	-75	1	2018/09/14.21:03:31	2018/09/14.21:14:30	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	D4:68:4D:3E:A0:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	18	-91	20	-92	-85	1	2018/09/14.21:06:21	2018/09/14.21:14:30	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	D4:68:4D:3E:89:5C	44	AP	bgnac	PSK	CCMP	CCMP	5220	26	-87	80	-91	-87	46	2018/09/14.21:06:21	2018/09/14.21:14:30	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	D4:68:4D:3E:86:5C	44	AP		PSK	CCMP	CCMP	5220	24	-110	80	-89	-88	46	2018/09/14.21:06:27	2018/09/14.21:07:30	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	D4:68:4D:3E:81:CC	44	AP		PSK	CCMP	CCMP	5220	22	-110	80	-89	-87	46	2018/09/14.21:06:59	2018/09/14.21:09:26	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	6C:AA:B3:32:24:6C	108	AP		PSK	CCMP	CCMP	5540	24	-110	40	-88	-87	110	2018/09/14.21:08:03	2018/09/14.21:09:26	"Ruckus Wireless"
2018/09/14.21:14:30	"EACCESS"	6C:AA:B3:72:24:6C	108	AP		PSK	CCMP	CCMP	5540	24	-110	40	-89	-87	110	2018/09/14.21:08:03	2018/09/14.21:09:26	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	D4:68:4D:3E:87:28	6	AP		PSK	CCMP	CCMP	2437	26	-110	20	-87	-87	6	2018/09/14.21:13:40	2018/09/14.21:13:59	"Ruckus Wireless"
2018/09/14.21:14:30	"TU"	D4:68:4D:3E:87:08	1	AP	bgn	PSK	CCMP	CCMP	2412	20	-90	20	-91	-90	1	2018/09/14.21:13:52	2018/09/14.21:14:30	"Ruckus Wireless"
2018/09/14.21:14:30	"<hidden>"	D4:68:4D:3E:97:F8	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	26	-87	20	-87	-87	10	2018/09/14.21:14:30	2018/09/14.21:14:30	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:87:FC	48	AP	bgnac	PSK	CCMP	CCMP	5240	100	-42	80	-65	-41	46	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:82:98	1	AP	bgn	PSK	CCMP	CCMP	2412	100	-41	20	-86	-27	1	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:81:88	1	AP	bgn	PSK	CCMP	CCMP	2412	96	-52	20	-88	-43	1	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	64	-68	20	-87	-60	1	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:19:78	1	AP	bgn	PSK	CCMP	CCMP	2412	56	-72	20	-86	-59	1	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:8A:68	1	AP		PSK	CCMP	CCMP	2412	20	-110	20	-90	-65	1	2018/09/14.20:56:03	2018/09/14.21:13:59	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:81:98	1	AP	bgn	PSK	CCMP	CCMP	2412	22	-89	20	-90	-74	1	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:A7:B8	1	AP	bgn	PSK	CCMP	CCMP	2412	36	-82	20	-88	-68	1	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:A3:C8	4	AP	bgn	PSK	CCMP	CCMP	2427	62	-69	20	-74	-61	4	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:A6:88	4	AP	bgn	PSK	CCMP	CCMP	2427	78	-61	20	-80	-59	4	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:57:78	4	AP	bgn	PSK	CCMP	CCMP	2427	26	-87	20	-91	-82	4	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:A3:08	6	AP	bgn	PSK	CCMP	CCMP	2437	48	-76	20	-83	-54	6	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:87:F8	6	AP	bgn	PSK	CCMP	CCMP	2437	100	-35	20	-88	-34	6	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:91:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	38	-81	20	-92	-52	6	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP		PSK	TKIP	TKIP CCMP	2437	16	-110	20	-92	-83	6	2018/09/14.20:56:03	2018/09/14.20:58:46	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	34	-83	20	-87	-68	6	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:77:38	7	AP	bgn	PSK	CCMP	CCMP	2442	52	-74	20	-79	-62	7	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	42	-79	20	-83	-61	10	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:8C:88	11	AP	bgn	PSK	CCMP	CCMP	2462	100	-50	20	-77	-45	11	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:54:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	54	-73	20	-82	-66	11	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:89:58	11	AP	bgn	PSK	CCMP	CCMP	2462	56	-72	20	-82	-67	11	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"StormBreaker"	00:22:6B:47:B8:32	11	AP		PSK	CCMP	CCMP	2462	18	-110	20	-91	-90	11	2018/09/14.20:56:03	2018/09/14.20:56:28	"Cisco-Linksys, LLC"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:8A:6C	36	AP		PSK	CCMP	CCMP	5180	26	-110	80	-91	-79	38	2018/09/14.20:56:03	2018/09/14.21:06:00	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:A6:8C	36	AP		PSK	CCMP	CCMP	5180	62	-110	80	-86	-69	38	2018/09/14.20:56:03	2018/09/14.21:06:00	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:8B:4C	40	AP		PSK	CCMP	CCMP	5200	20	-110	80	-90	-87	38	2018/09/14.20:56:03	2018/09/14.21:13:05	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	32	-84	80	-88	-67	46	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	36	-82	80	-84	-74	46	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	94	-53	80	-54	-35	46	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP		PSK	TKIP	CCMP TKIP	5745	20	-110	40	-92	-75	151	2018/09/14.20:56:03	2018/09/14.21:11:14	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:54:8C	153	AP	bgnac	PSK	CCMP	CCMP	5765	18	-91	80	-91	-88	151	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	18	-91	80	-92	-87	159	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:54:DC	157	AP	bgnac	PSK	CCMP	CCMP	5785	20	-90	80	-90	-81	159	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:81:9C	157	AP		PSK	CCMP	CCMP	5785	36	-110	80	-85	-81	159	2018/09/14.20:56:03	2018/09/14.20:57:06	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:A3:0C	161	AP		PSK	CCMP	CCMP	5805	14	-110	80	-93	-88	159	2018/09/14.20:56:03	2018/09/14.21:00:38	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	72	-64	80	-76	-61	159	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	54	-73	80	-82	-70	159	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:81:A8	6	AP		PSK	CCMP	CCMP	2437	18	-110	20	-91	-70	6	2018/09/14.20:56:09	2018/09/14.21:07:11	"Ruckus Wireless"
2018/09/14.21:14:36	"EACCESS"	6C:AA:B3:72:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	62	-69	20	-88	-64	6	2018/09/14.20:56:09	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	6C:AA:B3:32:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	62	-69	20	-89	-65	6	2018/09/14.20:56:09	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"DD Office"	00:1E:4A:90:00:20	11	AP		PSK	TKIP	TKIP	2462	20	-110	20	-90	-84	11	2018/09/14.20:56:09	2018/09/14.21:08:35	"Cisco Systems, Inc"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:54:88	6	AP		PSK	CCMP	CCMP	2437	20	-110	20	-90	-88	6	2018/09/14.20:56:15	2018/09/14.21:08:35	"Ruckus Wireless"
2018/09/14.21:14:36	"\x00"	00:1E:4A:90:01:70	6	AP					2437	24	-110	20	-91	-84	6	2018/09/14.20:56:28	2018/09/14.21:08:35	"Cisco Systems, Inc"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	42	-79	80	-88	-75	151	2018/09/14.20:56:28	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:A6:38	4	AP		PSK	CCMP	CCMP	2427	28	-110	20	-92	-85	4	2018/09/14.20:56:34	2018/09/14.21:04:22	"Ruckus Wireless"
2018/09/14.21:14:36	"DIRECT-50-HP M427 LaserJet"	42:49:0F:9A:96:50	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-89	-85	6	2018/09/14.20:56:47	2018/09/14.20:58:46	"<unrecognized>"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:8B:48	9	AP		PSK	CCMP	CCMP	2452	26	-110	20	-90	-85	9	2018/09/14.20:56:53	2018/09/14.21:11:01	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:8E:88	1	AP		PSK	CCMP	CCMP	2412	18	-110	20	-91	-91	1	2018/09/14.20:56:59	2018/09/14.20:57:06	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:78:A8	1	AP	bgn	PSK	CCMP	CCMP	2412	18	-91	20	-92	-87	1	2018/09/14.20:57:47	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:54:18	6	AP		PSK	CCMP	CCMP	2437	30	-110	20	-88	-81	6	2018/09/14.20:57:47	2018/09/14.21:07:30	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:8E:38	1	AP	bgn	PSK	CCMP	CCMP	2412	32	-84	20	-92	-84	1	2018/09/14.20:58:00	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:81:C8	8	AP		PSK	CCMP	CCMP	2447	32	-110	20	-87	-72	8	2018/09/14.20:58:07	2018/09/14.21:13:05	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	94:F6:65:1D:EC:D8	1	AP		PSK	CCMP	CCMP	2412	26	-110	20	-89	-76	1	2018/09/14.20:58:13	2018/09/14.21:13:05	"Ruckus Wireless"
2018/09/14.21:14:36	"PLACEMENT"	54:3D:37:11:BF:D8	10	AP		PSK	CCMP	CCMP	2457	20	-110	20	-92	-88	10	2018/09/14.20:58:26	2018/09/14.21:13:05	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:A3:CC	48	AP		PSK	CCMP	CCMP	5240	26	-110	80	-88	-78	46	2018/09/14.20:59:27	2018/09/14.21:13:05	"Ruckus Wireless"
2018/09/14.21:14:36	"EACCESS"	6C:AA:B3:72:24:68	1	AP	bgn	PSK	CCMP	CCMP	2412	36	-82	20	-90	-73	1	2018/09/14.20:59:40	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:86:58	1	AP		PSK	CCMP	CCMP	2412	24	-110	20	-89	-71	1	2018/09/14.20:59:59	2018/09/14.21:14:05	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:58:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	26	-87	20	-89	-80	1	2018/09/14.21:00:31	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:77:3C	40	AP	bgnac	PSK	CCMP	CCMP	5200	18	-91	80	-91	-84	38	2018/09/14.21:00:38	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:86:68	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-91	-87	6	2018/09/14.21:01:34	2018/09/14.21:04:22	"Ruckus Wireless"
2018/09/14.21:14:36	"Directorate"	58:93:96:08:4A:18	5	AP		PSK	TKIP	CCMP TKIP	2432	22	-110	20	-91	-84	5	2018/09/14.21:02:13	2018/09/14.21:11:14	"Ruckus Wireless"
2018/09/14.21:14:36	"<hidden>"	6C:AA:B3:B2:31:C7	100	AP		PSK	CCMP	CCMP	5500	34	-110	40	-89	-83	102	2018/09/14.21:03:12	2018/09/14.21:09:26	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	6C:AA:B3:32:31:CC	100	AP	bgn	PSK	CCMP	CCMP	5500	22	-89	40	-91	-83	102	2018/09/14.21:03:18	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"EACCESS"	6C:AA:B3:72:31:CC	100	AP		PSK	CCMP	CCMP	5500	20	-110	40	-91	-84	102	2018/09/14.21:03:18	2018/09/14.21:14:24	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	6C:AA:B3:32:24:68	1	AP	bgn	PSK	CCMP	CCMP	2412	40	-80	20	-89	-75	1	2018/09/14.21:03:31	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:A0:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	18	-91	20	-92	-85	1	2018/09/14.21:06:21	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:89:5C	44	AP	bgnac	PSK	CCMP	CCMP	5220	26	-87	80	-91	-87	46	2018/09/14.21:06:21	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:86:5C	44	AP		PSK	CCMP	CCMP	5220	24	-110	80	-89	-88	46	2018/09/14.21:06:27	2018/09/14.21:07:30	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:81:CC	44	AP		PSK	CCMP	CCMP	5220	22	-110	80	-89	-87	46	2018/09/14.21:06:59	2018/09/14.21:09:26	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	6C:AA:B3:32:24:6C	108	AP		PSK	CCMP	CCMP	5540	24	-110	40	-88	-87	110	2018/09/14.21:08:03	2018/09/14.21:09:26	"Ruckus Wireless"
2018/09/14.21:14:36	"EACCESS"	6C:AA:B3:72:24:6C	108	AP		PSK	CCMP	CCMP	5540	24	-110	40	-89	-87	110	2018/09/14.21:08:03	2018/09/14.21:09:26	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:87:28	6	AP		PSK	CCMP	CCMP	2437	26	-110	20	-87	-87	6	2018/09/14.21:13:40	2018/09/14.21:13:59	"Ruckus Wireless"
2018/09/14.21:14:36	"TU"	D4:68:4D:3E:87:08	1	AP	bgn	PSK	CCMP	CCMP	2412	20	-90	20	-91	-90	1	2018/09/14.21:13:52	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:36	"<hidden>"	D4:68:4D:3E:97:F8	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	26	-87	20	-87	-87	10	2018/09/14.21:14:30	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:87:FC	48	AP	bgnac	PSK	CCMP	CCMP	5240	100	-41	80	-65	-41	46	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:82:98	1	AP	bgn	PSK	CCMP	CCMP	2412	100	-42	20	-86	-27	1	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:81:88	1	AP	bgn	PSK	CCMP	CCMP	2412	98	-51	20	-88	-43	1	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	64	-68	20	-87	-60	1	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:19:78	1	AP	bgn	PSK	CCMP	CCMP	2412	60	-70	20	-86	-59	1	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:8A:68	1	AP		PSK	CCMP	CCMP	2412	20	-110	20	-90	-65	1	2018/09/14.20:56:03	2018/09/14.21:13:59	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:81:98	1	AP	bgn	PSK	CCMP	CCMP	2412	22	-89	20	-90	-74	1	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:A7:B8	1	AP	bgn	PSK	CCMP	CCMP	2412	36	-82	20	-88	-68	1	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:A3:C8	4	AP	bgn	PSK	CCMP	CCMP	2427	62	-69	20	-74	-61	4	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:A6:88	4	AP	bgn	PSK	CCMP	CCMP	2427	78	-61	20	-80	-59	4	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:57:78	4	AP	bgn	PSK	CCMP	CCMP	2427	26	-87	20	-91	-82	4	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:A3:08	6	AP	bgn	PSK	CCMP	CCMP	2437	46	-77	20	-83	-54	6	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:87:F8	6	AP	bgn	PSK	CCMP	CCMP	2437	100	-35	20	-88	-34	6	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:91:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	48	-76	20	-92	-52	6	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP		PSK	TKIP	TKIP CCMP	2437	16	-110	20	-92	-83	6	2018/09/14.20:56:03	2018/09/14.20:58:46	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	34	-83	20	-87	-68	6	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:77:38	7	AP	bgn	PSK	CCMP	CCMP	2442	52	-74	20	-79	-62	7	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	40	-80	20	-83	-61	10	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:8C:88	11	AP	bgn	PSK	CCMP	CCMP	2462	100	-50	20	-77	-45	11	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:54:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	54	-73	20	-82	-66	11	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:89:58	11	AP	bgn	PSK	CCMP	CCMP	2462	56	-72	20	-82	-67	11	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"StormBreaker"	00:22:6B:47:B8:32	11	AP		PSK	CCMP	CCMP	2462	18	-110	20	-91	-90	11	2018/09/14.20:56:03	2018/09/14.20:56:28	"Cisco-Linksys, LLC"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:8A:6C	36	AP		PSK	CCMP	CCMP	5180	26	-110	80	-91	-79	38	2018/09/14.20:56:03	2018/09/14.21:06:00	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:A6:8C	36	AP		PSK	CCMP	CCMP	5180	62	-110	80	-86	-69	38	2018/09/14.20:56:03	2018/09/14.21:06:00	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:8B:4C	40	AP		PSK	CCMP	CCMP	5200	20	-110	80	-90	-87	38	2018/09/14.20:56:03	2018/09/14.21:13:05	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	28	-86	80	-88	-67	46	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	36	-82	80	-84	-74	46	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	98	-51	80	-54	-35	46	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
2018/09/14.21:14:43	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP		PSK	TKIP	CCMP TKIP	5745	20	-110	40	-92	-75	151	2018/09/14.20:56:03	2018/09/14.21:11:14	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:54:8C	153	AP		PSK	CCMP	CCMP	5765	18	-110	80	-91	-88	151	2018/09/14.20:56:03	2018/09/14.21:14:36	"Ruckus Wireless"
2018/09/14.21:14:43	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	18	-91	80	-92	-87	159	2018/09/14.20:56:03	2018/09/14.21:14:43	"Ruckus Wireless"
