D4:68:4D:3E:8A:68	-55	-71
D4:68:4D:3E:A3:08	-59	-70
D4:68:4D:3E:19:78	-61	-84
D4:68:4D:3E:82:98	-41	-67
D4:68:4D:3E:A6:88	-69	-84
D4:68:4D:3E:54:98	-48	-64
D4:68:4D:3E:59:38	-71	-87
D4:68:4D:3E:87:F8	-52	-68
D4:68:4D:3E:8C:88	-50	-66
D4:68:4D:3E:91:D8	-46	-56
D4:68:4D:3E:54:D8	-80	-86
D4:68:4D:3E:81:98	-56	-68
D4:68:4D:3E:81:88	-57	-73
00:1E:4A:90:00:20	-68	-82
D4:68:4D:3E:A4:28	-46	-62
D4:68:4D:3E:81:A8	-60	-71
D4:68:4D:3E:8A:6C	-61	-73
D4:68:4D:3E:A6:8C	-80	-92
D4:68:4D:3E:91:DC	-53	-63
D4:68:4D:3E:59:3C	-82	-86
D4:68:4D:3E:19:7C	-74	-86
D4:68:4D:3E:A3:0C	-77	-87
D4:68:4D:3E:82:9C	-48	-61
D4:68:4D:3E:87:FC	-59	-74
D4:68:4D:3E:81:9C	-71	-82
D4:68:4D:3E:8C:8C	-64	-74
D4:68:4D:3E:81:8C	-68	-75
D4:68:4D:3E:A4:2C	-64	-69
D4:68:4D:3E:A3:C8	-76	-86
D4:68:4D:3E:54:9C	-73	-80
D4:68:4D:3E:81:AC	-83	-89
D4:68:4D:3E:58:E8	-70	-80
00:22:6B:47:B8:32	-84	-96
50:8F:4C:A9:EF:85	-43	-53
44:1C:A8:0F:72:9E	-76	-86
D4:68:4D:3E:77:38	-80	-89
D4:68:4D:3E:8E:88	-76	-91
D4:68:4D:3E:58:EC	-83	-92
D4:68:4D:3E:54:8C	-84	-89
D4:68:4D:3E:8B:4C	-87	-89
58:93:96:08:4A:18	-68	-79
42:49:0F:9A:96:50	-82	-88
D4:68:4D:3E:A7:B8	-81	-93
00:1E:4A:8F:FE:30	-83	-94
00:1E:4A:90:01:70	-85	-92
2C:E6:CC:1A:CB:D8	-65	-67
D4:68:4D:3E:54:DC	-87	-89
D4:68:4D:3E:86:6C	-89	-89
D4:68:4D:3E:89:58	-84	-92
D4:68:4D:3E:8E:38	-86	-90
D4:68:4D:3E:A6:38	-83	-93
00:1E:4A:8F:F5:D0	-88	-94
D4:68:4D:3E:78:A8	-88	-89
D4:C1:9E:3F:1A:98	-65	-66
DA:32:E3:B9:FF:04	-41	-53
D4:68:4D:3E:8B:48	-89	-91
6C:AA:B3:72:31:C8	-86	-90
6C:AA:B3:32:31:C8	-87	-90
00:1E:4A:90:04:30	-94	-95
D4:68:4D:3E:86:68	-91	-91
