00:1E:4A:8F:F5:D0	-80	-87
00:1E:4A:8F:FE:30	-72	-86
00:1E:4A:90:00:20	-70	-85
00:1E:4A:90:01:70	-82	-93
00:1E:4A:90:04:30	-85	-92
00:22:6B:47:B8:32	-83	-95
2C:E6:CC:1A:CB:D8	-63	-63
42:49:0F:9A:96:50	-78	-91
44:1C:A8:0F:72:9E	-79	-90
58:93:96:08:4A:18	-58	-78
58:93:96:08:4A:1C	-84	-89
6C:AA:B3:32:31:C8	-87	-91
6C:AA:B3:72:31:C8	-86	-91
D4:68:4D:3E:19:78	-62	-79
D4:68:4D:3E:19:7C	-79	-87
D4:68:4D:3E:54:98	-44	-55
D4:68:4D:3E:54:9C	-73	-80
D4:68:4D:3E:54:D8	-73	-89
D4:68:4D:3E:54:DC	-85	-89
D4:68:4D:3E:58:E8	-62	-69
D4:68:4D:3E:58:EC	-81	-90
D4:68:4D:3E:59:38	-70	-82
D4:68:4D:3E:59:3C	-81	-91
D4:68:4D:3E:77:38	-81	-90
D4:68:4D:3E:81:88	-63	-78
D4:68:4D:3E:81:8C	-75	-87
D4:68:4D:3E:81:98	-43	-55
D4:68:4D:3E:81:9C	-59	-73
D4:68:4D:3E:81:A8	-54	-69
D4:68:4D:3E:81:AC	-77	-86
D4:68:4D:3E:81:C8	-88	-90
D4:68:4D:3E:82:98	-44	-70
D4:68:4D:3E:82:9C	-54	-64
D4:68:4D:3E:87:F8	-56	-78
D4:68:4D:3E:87:FC	-65	-86
D4:68:4D:3E:89:58	-84	-89
D4:68:4D:3E:8A:68	-52	-66
D4:68:4D:3E:8A:6C	-56	-69
D4:68:4D:3E:8C:88	-55	-68
D4:68:4D:3E:8C:8C	-63	-84
D4:68:4D:3E:8E:38	-88	-88
D4:68:4D:3E:8E:88	-67	-82
D4:68:4D:3E:91:D8	-42	-53
D4:68:4D:3E:91:DC	-54	-65
D4:68:4D:3E:A3:08	-58	-65
D4:68:4D:3E:A3:0C	-77	-88
D4:68:4D:3E:A3:C8	-74	-85
D4:68:4D:3E:A4:28	-29	-49
D4:68:4D:3E:A4:2C	-57	-67
D4:68:4D:3E:A5:08	-89	-91
D4:68:4D:3E:A6:38	-70	-84
D4:68:4D:3E:A6:3C	-84	-89
D4:68:4D:3E:A6:88	-68	-87
D4:68:4D:3E:A6:8C	-68	-88
D4:68:4D:3E:A7:B8	-77	-92
D4:C1:9E:3F:1A:98	-79	-79
DA:32:E3:B9:FF:04	-22	-46
