00:1E:4A:8F:F5:D0	-90	-95
00:1E:4A:8F:FE:30	-87	-91
00:1E:4A:90:00:20	-68	-84
00:1E:4A:90:01:70	-87	-94
00:22:6B:47:B8:32	-80	-94
2C:E6:CC:1A:CB:D8	-62	-65
42:49:0F:9A:96:50	-81	-89
44:1C:A8:0F:72:9E	-79	-88
56:13:79:D4:3E:98	-83	-86
58:93:96:08:4A:18	-67	-82
6C:AA:B3:32:31:C8	-85	-89
6C:AA:B3:72:31:C8	-86	-90
D4:68:4D:3E:19:78	-69	-81
D4:68:4D:3E:19:7C	-83	-88
D4:68:4D:3E:54:98	-55	-65
D4:68:4D:3E:54:9C	-73	-79
D4:68:4D:3E:54:D8	-74	-90
D4:68:4D:3E:54:DC	-78	-90
D4:68:4D:3E:58:E8	-72	-81
D4:68:4D:3E:58:EC	-81	-91
D4:68:4D:3E:59:38	-75	-85
D4:68:4D:3E:59:3C	-86	-92
D4:68:4D:3E:77:38	-82	-91
D4:68:4D:3E:81:88	-66	-78
D4:68:4D:3E:81:8C	-80	-85
D4:68:4D:3E:81:98	-61	-69
D4:68:4D:3E:81:9C	-67	-78
D4:68:4D:3E:81:A8	-64	-75
D4:68:4D:3E:81:AC	-86	-91
D4:68:4D:3E:82:98	-53	-73
D4:68:4D:3E:82:9C	-62	-72
D4:68:4D:3E:87:F8	-64	-79
D4:68:4D:3E:87:FC	-70	-83
D4:68:4D:3E:89:58	-88	-93
D4:68:4D:3E:8A:68	-48	-68
D4:68:4D:3E:8A:6C	-64	-80
D4:68:4D:3E:8C:88	-55	-74
D4:68:4D:3E:8C:8C	-72	-80
D4:68:4D:3E:8E:88	-79	-89
D4:68:4D:3E:91:D8	-42	-70
D4:68:4D:3E:91:DC	-54	-64
D4:68:4D:3E:A3:08	-55	-65
D4:68:4D:3E:A3:0C	-74	-86
D4:68:4D:3E:A3:C8	-79	-88
D4:68:4D:3E:A4:28	-45	-65
D4:68:4D:3E:A4:2C	-63	-74
D4:68:4D:3E:A6:38	-83	-91
D4:68:4D:3E:A6:88	-70	-85
D4:68:4D:3E:A6:8C	-71	-76
D4:68:4D:3E:A7:B8	-81	-93
D4:C1:9E:3F:1A:98	-76	-77
D4:C1:9E:BF:1A:97	-85	-86
DA:32:E3:B9:FF:04	-44	-52
