00:1E:4A:8F:F5:D0	-79	-89
00:1E:4A:8F:FE:30	-78	-89
00:1E:4A:90:00:20	-64	-77
00:1E:4A:90:00:60	-89	-89
00:1E:4A:90:01:70	-73	-87
00:1E:4A:90:04:30	-81	-90
00:22:6B:47:B8:32	-78	-94
00:24:82:25:4E:58	-65	-69
00:24:82:65:4E:58	-65	-70
2C:E6:CC:1A:CB:D8	-52	-55
42:49:0F:9A:96:50	-75	-90
44:1C:A8:0F:72:9E	-68	-83
56:13:79:D4:3E:98	-85	-85
58:93:96:08:4A:18	-65	-86
5C:51:88:82:1B:34	-84	-84
6C:AA:B3:72:31:C8	-90	-90
D4:68:4D:3E:19:78	-70	-88
D4:68:4D:3E:19:7C	-85	-90
D4:68:4D:3E:54:98	-60	-72
D4:68:4D:3E:54:9C	-76	-86
D4:68:4D:3E:54:D8	-78	-92
D4:68:4D:3E:54:DC	-88	-88
D4:68:4D:3E:58:E8	-66	-85
D4:68:4D:3E:58:EC	-89	-90
D4:68:4D:3E:59:38	-71	-91
D4:68:4D:3E:59:3C	-86	-88
D4:68:4D:3E:77:38	-81	-89
D4:68:4D:3E:81:88	-72	-88
D4:68:4D:3E:81:98	-53	-68
D4:68:4D:3E:81:9C	-61	-79
D4:68:4D:3E:81:A8	-44	-59
D4:68:4D:3E:81:AC	-68	-79
D4:68:4D:3E:81:C8	-91	-92
D4:68:4D:3E:82:98	-53	-66
D4:68:4D:3E:82:9C	-61	-75
D4:68:4D:3E:87:F8	-66	-79
D4:68:4D:3E:87:FC	-79	-89
D4:68:4D:3E:8A:68	-35	-51
D4:68:4D:3E:8A:6C	-48	-57
D4:68:4D:3E:8C:88	-67	-80
D4:68:4D:3E:8C:8C	-87	-87
D4:68:4D:3E:8E:88	-65	-80
D4:68:4D:3E:8E:8C	-79	-92
D4:68:4D:3E:91:D8	-47	-56
D4:68:4D:3E:91:DC	-69	-75
D4:68:4D:3E:A3:08	-61	-80
D4:68:4D:3E:A3:0C	-89	-89
D4:68:4D:3E:A3:C8	-77	-77
D4:68:4D:3E:A4:28	-35	-64
D4:68:4D:3E:A4:2C	-64	-76
D4:68:4D:3E:A5:08	-76	-92
D4:68:4D:3E:A6:38	-63	-82
D4:68:4D:3E:A6:3C	-79	-87
D4:68:4D:3E:A6:88	-74	-84
D4:68:4D:3E:A7:B8	-86	-90
D4:C1:9E:3F:1A:98	-72	-73
D4:C1:9E:7F:1A:58	-70	-70
D4:C1:9E:BF:1A:57	-89	-89
DA:32:E3:B9:FF:04	-37	-51
DE:53:60:A3:80:59	-84	-84
