00:1E:4A:8F:F5:D0	-82	-89
00:1E:4A:8F:FE:30	-77	-93
00:1E:4A:90:00:20	-71	-91
00:1E:4A:90:01:70	-82	-94
00:1E:4A:90:04:30	-88	-93
00:22:6B:47:B8:32	-87	-97
2C:E6:CC:1A:CB:D8	-58	-61
42:49:0F:9A:96:50	-82	-88
44:1C:A8:0F:72:9E	-81	-94
56:13:79:D4:3E:98	-85	-85
58:93:96:08:4A:18	-58	-72
58:93:96:08:4A:1C	-86	-89
6C:AA:B3:32:31:C8	-86	-89
6C:AA:B3:72:31:C8	-86	-88
72:82:D5:8A:9A:28	-70	-95
D4:68:4D:3E:19:78	-68	-84
D4:68:4D:3E:19:7C	-74	-78
D4:68:4D:3E:54:98	-47	-58
D4:68:4D:3E:54:9C	-74	-81
D4:68:4D:3E:54:D8	-73	-85
D4:68:4D:3E:54:DC	-85	-89
D4:68:4D:3E:58:E8	-61	-72
D4:68:4D:3E:58:EC	-82	-89
D4:68:4D:3E:59:38	-74	-85
D4:68:4D:3E:59:3C	-83	-90
D4:68:4D:3E:77:38	-77	-85
D4:68:4D:3E:81:88	-66	-84
D4:68:4D:3E:81:8C	-81	-87
D4:68:4D:3E:81:98	-42	-66
D4:68:4D:3E:81:9C	-58	-67
D4:68:4D:3E:81:A8	-58	-69
D4:68:4D:3E:81:AC	-79	-87
D4:68:4D:3E:81:C8	-88	-90
D4:68:4D:3E:82:98	-52	-75
D4:68:4D:3E:82:9C	-62	-75
D4:68:4D:3E:87:F8	-64	-90
D4:68:4D:3E:87:FC	-77	-84
D4:68:4D:3E:89:58	-83	-86
D4:68:4D:3E:8A:68	-52	-67
D4:68:4D:3E:8A:6C	-51	-67
D4:68:4D:3E:8C:88	-59	-66
D4:68:4D:3E:8C:8C	-73	-83
D4:68:4D:3E:8E:88	-72	-82
D4:68:4D:3E:91:D8	-40	-66
D4:68:4D:3E:91:DC	-53	-64
D4:68:4D:3E:A3:08	-55	-71
D4:68:4D:3E:A3:0C	-78	-90
D4:68:4D:3E:A3:C8	-77	-85
D4:68:4D:3E:A4:28	-32	-49
D4:68:4D:3E:A4:2C	-59	-73
D4:68:4D:3E:A5:08	-88	-90
D4:68:4D:3E:A6:38	-72	-84
D4:68:4D:3E:A6:3C	-87	-90
D4:68:4D:3E:A6:88	-61	-74
D4:68:4D:3E:A6:8C	-72	-80
D4:68:4D:3E:A7:B8	-78	-92
D4:C1:9E:3F:1A:98	-78	-78
D4:C1:9E:7F:1A:58	-79	-79
DA:32:E3:B9:FF:04	-23	-54
