00:1E:4A:90:00:20	-64	-78
00:1E:4A:90:01:70	-77	-88
00:1E:4A:90:04:30	-79	-91
00:22:6B:47:B8:32	-79	-92
42:49:0F:9A:96:50	-78	-91
44:1C:A8:0F:72:9E	-72	-92
58:93:96:08:4A:18	-63	-79
D4:68:4D:3E:19:78	-71	-84
D4:68:4D:3E:54:98	-51	-70
D4:68:4D:3E:54:9C	-74	-84
D4:68:4D:3E:54:D8	-82	-92
D4:68:4D:3E:58:E8	-70	-82
D4:68:4D:3E:58:EC	-86	-92
D4:68:4D:3E:59:38	-66	-81
D4:68:4D:3E:59:3C	-83	-90
D4:68:4D:3E:77:38	-79	-87
D4:68:4D:3E:81:88	-70	-80
D4:68:4D:3E:81:8C	-82	-92
D4:68:4D:3E:81:98	-49	-67
D4:68:4D:3E:81:9C	-61	-73
D4:68:4D:3E:81:A8	-52	-63
D4:68:4D:3E:81:AC	-74	-83
D4:68:4D:3E:82:98	-51	-64
D4:68:4D:3E:82:9C	-56	-77
D4:68:4D:3E:87:F8	-65	-81
D4:68:4D:3E:87:FC	-69	-87
D4:68:4D:3E:89:58	-88	-91
D4:68:4D:3E:8A:68	-41	-64
D4:68:4D:3E:8A:6C	-54	-64
D4:68:4D:3E:8C:88	-62	-75
D4:68:4D:3E:8C:8C	-75	-88
D4:68:4D:3E:8E:88	-70	-81
D4:68:4D:3E:8E:8C	-84	-91
D4:68:4D:3E:91:D8	-46	-60
D4:68:4D:3E:91:DC	-60	-67
D4:68:4D:3E:A3:08	-63	-73
D4:68:4D:3E:A3:0C	-83	-89
D4:68:4D:3E:A3:C8	-79	-89
D4:68:4D:3E:A4:28	-39	-64
D4:68:4D:3E:A4:2C	-65	-77
D4:68:4D:3E:A5:08	-88	-93
D4:68:4D:3E:A6:38	-66	-78
D4:68:4D:3E:A6:3C	-82	-91
D4:68:4D:3E:A6:88	-67	-84
00:1E:4A:8F:FE:30	-77	-82
2C:E6:CC:1A:CB:D8	-50	-55
D4:68:4D:3E:19:7C	-83	-89
D4:68:4D:3E:A6:8C	-83	-88
DA:32:E3:B9:FF:04	-37	-58
D4:C1:9E:3F:1A:98	-77	-78
00:1E:4A:8F:F5:D0	-75	-86
D4:68:4D:3E:A7:B8	-85	-94
6C:AA:B3:32:31:C8	-87	-92
6C:AA:B3:72:31:C8	-89	-95
