00:1E:4A:90:00:20	-76	-88
42:49:0F:9A:96:50	-77	-89
44:1C:A8:0F:72:9E	-85	-91
56:13:79:D4:3E:98	-85	-87
58:93:96:08:4A:18	-71	-85
94:F6:65:1D:EC:D8	-91	-97
D4:68:4D:3E:19:78	-63	-86
D4:68:4D:3E:19:7C	-74	-85
D4:68:4D:3E:54:98	-63	-74
D4:68:4D:3E:54:9C	-81	-86
D4:68:4D:3E:54:D8	-66	-89
D4:68:4D:3E:54:DC	-79	-89
D4:68:4D:3E:58:E8	-76	-87
D4:68:4D:3E:59:38	-71	-81
D4:68:4D:3E:59:3C	-80	-93
D4:68:4D:3E:77:38	-77	-86
D4:68:4D:3E:81:88	-68	-82
D4:68:4D:3E:81:8C	-81	-88
D4:68:4D:3E:81:98	-61	-72
D4:68:4D:3E:81:9C	-71	-79
D4:68:4D:3E:81:A8	-69	-77
D4:68:4D:3E:81:AC	-87	-89
D4:68:4D:3E:82:98	-52	-77
D4:68:4D:3E:82:9C	-67	-79
D4:68:4D:3E:87:F8	-67	-82
D4:68:4D:3E:87:FC	-77	-86
D4:68:4D:3E:89:58	-73	-85
D4:68:4D:3E:8A:68	-59	-75
D4:68:4D:3E:8A:6C	-75	-91
D4:68:4D:3E:8C:88	-53	-68
D4:68:4D:3E:8C:8C	-73	-80
D4:68:4D:3E:8E:88	-84	-94
D4:68:4D:3E:91:D8	-45	-73
D4:68:4D:3E:91:DC	-60	-69
D4:68:4D:3E:A3:08	-64	-75
D4:68:4D:3E:A3:0C	-84	-90
D4:68:4D:3E:A3:C8	-71	-84
D4:68:4D:3E:A3:CC	-89	-89
D4:68:4D:3E:A4:28	-46	-63
D4:68:4D:3E:A4:2C	-67	-74
D4:68:4D:3E:A6:38	-84	-90
D4:68:4D:3E:A6:88	-62	-85
D4:68:4D:3E:A6:8C	-70	-84
D4:68:4D:3E:A7:B8	-78	-89
00:1E:4A:8F:FE:30	-90	-93
00:1E:4A:90:01:70	-90	-97
2C:E6:CC:1A:CB:D8	-59	-68
D4:68:4D:3E:89:5C	-82	-88
6C:AA:B3:72:31:C8	-86	-95
6C:AA:B3:32:31:C8	-85	-92
D4:68:4D:3E:81:C8	-88	-91
D4:C1:9E:3F:1A:98	-86	-86
00:22:6B:47:B8:32	-90	-95
00:1E:4A:8F:F5:D0	-90	-93
D4:68:4D:3E:57:78	-92	-92
