00:1E:4A:8F:FE:30	-80	-93
00:1E:4A:90:00:20	-74	-81
00:1E:4A:90:01:70	-90	-91
00:22:6B:47:B8:32	-87	-95
2C:E6:CC:1A:CB:D8	-63	-69
42:49:0F:9A:96:50	-83	-88
44:1C:A8:0F:72:9E	-78	-88
50:8F:4C:A9:EF:85	-52	-68
58:93:96:08:4A:18	-66	-82
58:93:96:08:4A:1C	-89	-90
6C:AA:B3:32:31:C8	-88	-92
6C:AA:B3:72:31:C8	-88	-91
BC:8A:E8:09:D1:AC	-89	-89
D4:68:4D:3E:19:78	-63	-74
D4:68:4D:3E:19:7C	-74	-86
D4:68:4D:3E:54:8C	-85	-89
D4:68:4D:3E:54:98	-51	-69
D4:68:4D:3E:54:9C	-65	-73
D4:68:4D:3E:54:D8	-77	-87
D4:68:4D:3E:54:DC	-84	-89
D4:68:4D:3E:58:E8	-69	-79
D4:68:4D:3E:58:EC	-84	-89
D4:68:4D:3E:59:38	-74	-83
D4:68:4D:3E:59:3C	-85	-89
D4:68:4D:3E:77:38	-83	-86
D4:68:4D:3E:81:88	-60	-77
D4:68:4D:3E:81:8C	-71	-78
D4:68:4D:3E:81:98	-63	-73
D4:68:4D:3E:81:9C	-75	-83
D4:68:4D:3E:81:A8	-66	-82
D4:68:4D:3E:81:AC	-82	-90
D4:68:4D:3E:82:98	-44	-62
D4:68:4D:3E:82:9C	-57	-70
D4:68:4D:3E:86:68	-84	-89
D4:68:4D:3E:87:28	-90	-90
D4:68:4D:3E:87:F8	-52	-71
D4:68:4D:3E:87:FC	-57	-75
D4:68:4D:3E:89:58	-89	-90
D4:68:4D:3E:8A:68	-58	-73
D4:68:4D:3E:8A:6C	-72	-78
D4:68:4D:3E:8B:4C	-84	-88
D4:68:4D:3E:8C:88	-54	-68
D4:68:4D:3E:8C:8C	-68	-75
D4:68:4D:3E:8E:38	-87	-90
D4:68:4D:3E:8E:88	-84	-92
D4:68:4D:3E:91:D8	-45	-58
D4:68:4D:3E:91:DC	-56	-71
D4:68:4D:3E:A3:08	-57	-69
D4:68:4D:3E:A3:0C	-74	-79
D4:68:4D:3E:A3:C8	-79	-91
D4:68:4D:3E:A4:28	-44	-67
D4:68:4D:3E:A4:2C	-67	-74
D4:68:4D:3E:A6:38	-83	-91
D4:68:4D:3E:A6:88	-66	-82
D4:68:4D:3E:A6:8C	-80	-90
D4:68:4D:3E:A7:B8	-84	-95
D4:C1:9E:3F:1A:98	-79	-79
D4:C1:9E:7F:1A:58	-80	-80
DA:32:E3:B9:FF:04	-43	-62
