00:1E:4A:8F:F5:D0	-85	-88
00:1E:4A:8F:FE:30	-80	-87
00:1E:4A:90:00:20	-70	-83
00:1E:4A:90:01:70	-81	-90
00:22:6B:47:B8:32	-87	-96
2C:E6:CC:1A:CB:D8	-57	-59
42:49:0F:9A:96:50	-82	-84
44:1C:A8:0F:72:9E	-78	-87
50:8F:4C:A9:EF:85	-44	-47
58:93:96:08:4A:18	-64	-75
58:93:96:08:4A:1C	-87	-89
6C:AA:B3:32:31:C8	-87	-93
6C:AA:B3:72:31:C8	-86	-92
D4:68:4D:3E:19:78	-63	-75
D4:68:4D:3E:19:7C	-74	-85
D4:68:4D:3E:54:8C	-85	-89
D4:68:4D:3E:54:98	-46	-63
D4:68:4D:3E:54:9C	-73	-81
D4:68:4D:3E:54:D8	-76	-92
D4:68:4D:3E:54:DC	-84	-90
D4:68:4D:3E:58:E8	-72	-79
D4:68:4D:3E:58:EC	-83	-92
D4:68:4D:3E:59:38	-72	-84
D4:68:4D:3E:59:3C	-80	-92
D4:68:4D:3E:77:38	-81	-89
D4:68:4D:3E:81:88	-57	-74
D4:68:4D:3E:81:8C	-73	-80
D4:68:4D:3E:81:98	-53	-67
D4:68:4D:3E:81:9C	-60	-76
D4:68:4D:3E:81:A8	-58	-66
D4:68:4D:3E:81:AC	-82	-87
D4:68:4D:3E:81:C8	-88	-90
D4:68:4D:3E:82:98	-39	-63
D4:68:4D:3E:82:9C	-47	-62
D4:68:4D:3E:86:68	-89	-89
D4:68:4D:3E:87:28	-87	-88
D4:68:4D:3E:87:F8	-47	-73
D4:68:4D:3E:87:FC	-55	-71
D4:68:4D:3E:89:58	-84	-95
D4:68:4D:3E:8A:68	-45	-67
D4:68:4D:3E:8A:6C	-57	-68
D4:68:4D:3E:8B:48	-87	-90
D4:68:4D:3E:8B:4C	-85	-87
D4:68:4D:3E:8C:88	-53	-65
D4:68:4D:3E:8C:8C	-66	-74
D4:68:4D:3E:8E:38	-88	-89
D4:68:4D:3E:8E:88	-81	-86
D4:68:4D:3E:91:D8	-41	-64
D4:68:4D:3E:91:DC	-56	-67
D4:68:4D:3E:A3:08	-52	-63
D4:68:4D:3E:A3:0C	-77	-86
D4:68:4D:3E:A3:C8	-72	-86
D4:68:4D:3E:A4:28	-39	-56
D4:68:4D:3E:A4:2C	-56	-66
D4:68:4D:3E:A6:38	-78	-88
D4:68:4D:3E:A6:88	-71	-86
D4:68:4D:3E:A6:8C	-79	-87
D4:68:4D:3E:A7:B8	-84	-93
D4:C1:9E:3F:1A:98	-79	-80
DA:32:E3:B9:FF:04	-38	-54
