LINSSIDDATALOGVER 2.8	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w	w
Time	SSID	MAC	Channel	Mode	Protocol	Security	Privacy	Cipher	Frequency	Quality	Signal	BW	Min_Sig	Max_Sig	Cen_Chan	First_Seen	Last_Seen	Vendor
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:81:98	1	AP	bgn	PSK	CCMP	CCMP	2412	44	-78	20	-81	-77	1	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:19:78	1	AP	bgn	PSK	CCMP	CCMP	2412	48	-76	20	-79	-75	1	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:58:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	26	-87	20	-87	-81	1	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	38	-81	20	-83	-81	1	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:A7:B8	1	AP	bgn	PSK	CCMP	CCMP	2412	36	-82	20	-83	-82	1	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:8E:38	1	AP	bgn	PSK	CCMP	CCMP	2412	18	-91	20	-92	-91	1	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:A3:C8	4	AP	bgn	PSK	CCMP	CCMP	2427	54	-73	20	-76	-72	4	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:91:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	96	-52	20	-60	-52	6	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:A3:08	6	AP	bgn	PSK	CCMP	CCMP	2437	72	-64	20	-64	-63	6	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:87:F8	6	AP	bgn	PSK	CCMP	CCMP	2437	70	-65	20	-66	-62	6	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:81:A8	6	AP	bgn	PSK	CCMP	CCMP	2437	48	-76	20	-78	-75	6	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	68	-66	20	-68	-64	6	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	6C:AA:B3:32:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	30	-85	20	-86	-82	6	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"EACCESS"	6C:AA:B3:72:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	26	-87	20	-88	-82	6	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:77:38	7	AP	bgn	PSK	CCMP	CCMP	2442	54	-73	20	-74	-73	7	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	70	-65	20	-65	-61	10	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:54:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	38	-81	20	-83	-81	11	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:89:58	11	AP	bgn	PSK	CCMP	CCMP	2462	42	-79	20	-79	-77	11	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"StormBreaker"	00:22:6B:47:B8:32	11	AP	bgn	PSK	CCMP	CCMP	2462	14	-93	20	-93	-93	11	2018/09/14.20:49:59	2018/09/14.20:50:13	"Cisco-Linksys, LLC"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:8A:6C	36	AP	bgnac	PSK	CCMP	CCMP	5180	46	-77	80	-79	-77	38	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:81:AC	36	AP	bgnac	PSK	CCMP	CCMP	5180	32	-84	80	-87	-84	38	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	66	-67	80	-77	-67	46	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	98	-51	80	-51	-48	46	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	34	-83	80	-83	-82	46	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:87:FC	48	AP	bgnac	PSK	CCMP	CCMP	5240	66	-67	80	-71	-67	46	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP	bgnac	PSK	TKIP	CCMP TKIP	5745	44	-78	40	-80	-78	151	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	32	-84	80	-86	-84	151	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:81:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	36	-82	80	-84	-82	159	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	28	-86	80	-86	-84	159	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	58	-71	80	-75	-71	159	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:A3:0C	161	AP	bgnac	PSK	CCMP	CCMP	5805	30	-85	80	-85	-84	159	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	58	-71	80	-77	-71	159	2018/09/14.20:49:59	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:8E:88	1	AP	bgn	PSK	CCMP	CCMP	2412	18	-91	20	-91	-90	1	2018/09/14.20:50:05	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:A6:88	4	AP	bgn	PSK	CCMP	CCMP	2427	48	-76	20	-77	-76	4	2018/09/14.20:50:05	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP	bgn	PSK	TKIP	TKIP CCMP	2437	16	-92	20	-92	-92	6	2018/09/14.20:50:09	2018/09/14.20:50:13	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/14.20:50:13	"TU"	D4:68:4D:3E:86:68	6	AP	bgn	PSK	CCMP	CCMP	2437	26	-87	20	-87	-85	6	2018/09/14.20:50:09	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"Directorate"	58:93:96:08:4A:18	5	AP	bgn	PSK	TKIP	CCMP TKIP	2432	40	-80	20	-80	-80	5	2018/09/14.20:50:13	2018/09/14.20:50:13	"Ruckus Wireless"
2018/09/14.20:50:13	"DD Office"	00:1E:4A:90:00:20	11	AP	bg	PSK	TKIP	TKIP	2462	34	-83	20	-83	-83	11	2018/09/14.20:50:13	2018/09/14.20:50:13	"Cisco Systems, Inc"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:8C:88	11	AP	bgn	PSK	CCMP	CCMP	2462	98	-51	20	-60	-50	11	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:82:98	1	AP	bgn	PSK	CCMP	CCMP	2412	100	-40	20	-53	-40	1	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:81:88	1	AP	bgn	PSK	CCMP	CCMP	2412	74	-63	20	-72	-61	1	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:8A:68	1	AP	bgn	PSK	CCMP	CCMP	2412	64	-68	20	-71	-68	1	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:81:98	1	AP	bgn	PSK	CCMP	CCMP	2412	42	-79	20	-81	-77	1	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:19:78	1	AP	bgn	PSK	CCMP	CCMP	2412	44	-78	20	-79	-75	1	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:58:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	26	-87	20	-87	-81	1	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	34	-83	20	-83	-81	1	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:A7:B8	1	AP	bgn	PSK	CCMP	CCMP	2412	34	-83	20	-83	-82	1	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:8E:38	1	AP	bgn	PSK	CCMP	CCMP	2412	20	-90	20	-92	-90	1	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:A3:C8	4	AP	bgn	PSK	CCMP	CCMP	2427	54	-73	20	-76	-72	4	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:91:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	98	-51	20	-60	-51	6	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:A3:08	6	AP	bgn	PSK	CCMP	CCMP	2437	72	-64	20	-64	-63	6	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:87:F8	6	AP	bgn	PSK	CCMP	CCMP	2437	70	-65	20	-66	-62	6	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:81:A8	6	AP	bgn	PSK	CCMP	CCMP	2437	52	-74	20	-78	-74	6	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	72	-64	20	-68	-64	6	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	6C:AA:B3:32:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	30	-85	20	-86	-82	6	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"EACCESS"	6C:AA:B3:72:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	26	-87	20	-88	-82	6	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:77:38	7	AP	bgn	PSK	CCMP	CCMP	2442	52	-74	20	-74	-73	7	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	36	-82	20	-82	-61	10	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:54:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	38	-81	20	-83	-81	11	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:89:58	11	AP	bgn	PSK	CCMP	CCMP	2462	46	-77	20	-79	-77	11	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"StormBreaker"	00:22:6B:47:B8:32	11	AP	bgn	PSK	CCMP	CCMP	2462	14	-93	20	-93	-93	11	2018/09/14.20:49:59	2018/09/14.20:50:17	"Cisco-Linksys, LLC"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:8A:6C	36	AP	bgnac	PSK	CCMP	CCMP	5180	46	-77	80	-79	-77	38	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:81:AC	36	AP	bgnac	PSK	CCMP	CCMP	5180	26	-87	80	-87	-84	38	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	64	-68	80	-77	-67	46	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	98	-51	80	-51	-48	46	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	36	-82	80	-83	-82	46	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:87:FC	48	AP	bgnac	PSK	CCMP	CCMP	5240	64	-68	80	-71	-67	46	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP	bgnac	PSK	TKIP	CCMP TKIP	5745	44	-78	40	-80	-78	151	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	32	-84	80	-86	-84	151	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:81:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	32	-84	80	-84	-82	159	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	26	-87	80	-87	-84	159	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	58	-71	80	-75	-71	159	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:A3:0C	161	AP	bgnac	PSK	CCMP	CCMP	5805	30	-85	80	-85	-84	159	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	58	-71	80	-77	-71	159	2018/09/14.20:49:59	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:8E:88	1	AP	bgn	PSK	CCMP	CCMP	2412	18	-91	20	-91	-90	1	2018/09/14.20:50:05	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:A6:88	4	AP	bgn	PSK	CCMP	CCMP	2427	50	-75	20	-77	-75	4	2018/09/14.20:50:05	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP	bgn	PSK	TKIP	TKIP CCMP	2437	16	-92	20	-92	-92	6	2018/09/14.20:50:09	2018/09/14.20:50:17	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:86:68	6	AP	bgn	PSK	CCMP	CCMP	2437	26	-87	20	-87	-85	6	2018/09/14.20:50:09	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"Directorate"	58:93:96:08:4A:18	5	AP	bgn	PSK	TKIP	CCMP TKIP	2432	40	-80	20	-80	-80	5	2018/09/14.20:50:13	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:17	"DD Office"	00:1E:4A:90:00:20	11	AP	bg	PSK	TKIP	TKIP	2462	38	-81	20	-83	-81	11	2018/09/14.20:50:13	2018/09/14.20:50:17	"Cisco Systems, Inc"
2018/09/14.20:50:17	"TU"	D4:68:4D:3E:54:8C	153	AP	bgnac	PSK	CCMP	CCMP	5765	26	-87	80	-87	-87	151	2018/09/14.20:50:17	2018/09/14.20:50:17	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:8C:88	11	AP	bgn	PSK	CCMP	CCMP	2462	98	-51	20	-60	-50	11	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:82:98	1	AP	bgn	PSK	CCMP	CCMP	2412	100	-40	20	-53	-40	1	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:81:88	1	AP	bgn	PSK	CCMP	CCMP	2412	76	-62	20	-72	-61	1	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:8A:68	1	AP	bgn	PSK	CCMP	CCMP	2412	64	-68	20	-71	-68	1	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:81:98	1	AP	bgn	PSK	CCMP	CCMP	2412	42	-79	20	-81	-77	1	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:19:78	1	AP	bgn	PSK	CCMP	CCMP	2412	44	-78	20	-79	-75	1	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:58:E8	1	AP	bgn	PSK	CCMP	CCMP	2412	34	-83	20	-87	-81	1	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	42	-79	20	-83	-79	1	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:A7:B8	1	AP	bgn	PSK	CCMP	CCMP	2412	36	-82	20	-83	-82	1	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:8E:38	1	AP	bgn	PSK	CCMP	CCMP	2412	20	-90	20	-92	-90	1	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:A3:C8	4	AP	bgn	PSK	CCMP	CCMP	2427	54	-73	20	-76	-72	4	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:91:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	94	-53	20	-60	-51	6	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:A3:08	6	AP	bgn	PSK	CCMP	CCMP	2437	74	-63	20	-64	-63	6	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:87:F8	6	AP	bgn	PSK	CCMP	CCMP	2437	74	-63	20	-66	-62	6	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:81:A8	6	AP	bgn	PSK	CCMP	CCMP	2437	50	-75	20	-78	-74	6	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	74	-63	20	-68	-63	6	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	6C:AA:B3:32:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	30	-85	20	-86	-82	6	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"EACCESS"	6C:AA:B3:72:31:C8	6	AP	bgn	PSK	CCMP	CCMP	2437	22	-89	20	-89	-82	6	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:77:38	7	AP	bgn	PSK	CCMP	CCMP	2442	52	-74	20	-74	-73	7	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	68	-66	20	-82	-61	10	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:54:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	34	-83	20	-83	-81	11	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:89:58	11	AP	bgn	PSK	CCMP	CCMP	2462	42	-79	20	-79	-77	11	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"StormBreaker"	00:22:6B:47:B8:32	11	AP	bgn	PSK	CCMP	CCMP	2462	14	-93	20	-93	-93	11	2018/09/14.20:49:59	2018/09/14.20:50:21	"Cisco-Linksys, LLC"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:8A:6C	36	AP	bgnac	PSK	CCMP	CCMP	5180	46	-77	80	-79	-77	38	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:81:AC	36	AP	bgnac	PSK	CCMP	CCMP	5180	26	-87	80	-87	-84	38	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	66	-67	80	-77	-67	46	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	98	-51	80	-51	-48	46	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	32	-84	80	-84	-82	46	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:87:FC	48	AP	bgnac	PSK	CCMP	CCMP	5240	68	-66	80	-71	-66	46	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP	bgnac	PSK	TKIP	CCMP TKIP	5745	44	-78	40	-80	-78	151	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:19:7C	153	AP	bgnac	PSK	CCMP	CCMP	5765	30	-85	80	-86	-84	151	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:81:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	38	-81	80	-84	-81	159	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:54:9C	157	AP	bgnac	PSK	CCMP	CCMP	5785	26	-87	80	-87	-84	159	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	58	-71	80	-75	-71	159	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:A3:0C	161	AP	bgnac	PSK	CCMP	CCMP	5805	30	-85	80	-85	-84	159	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	58	-71	80	-77	-71	159	2018/09/14.20:49:59	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:8E:88	1	AP	bgn	PSK	CCMP	CCMP	2412	18	-91	20	-91	-90	1	2018/09/14.20:50:05	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"TU"	D4:68:4D:3E:A6:88	4	AP	bgn	PSK	CCMP	CCMP	2427	50	-75	20	-77	-75	4	2018/09/14.20:50:05	2018/09/14.20:50:21	"Ruckus Wireless"
2018/09/14.20:50:21	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP	bgn	PSK	TKIP	TKIP CCMP	2437	16	-92	20	-92	-92	6	2018/09/14.20:50:09	2018/09/14.20:50:21	"Hon Hai Precision Ind. Co.,Ltd."
