D4:68:4D:3E:91:DC	-61
D4:68:4D:3E:82:98	-32
D4:68:4D:3E:54:98	-68
D4:68:4D:3E:54:D8	-77
D4:68:4D:3E:8A:68	-61
D4:68:4D:3E:87:F8	-48
D4:68:4D:3E:A3:08	-58
D4:68:4D:3E:19:78	-110
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-52
D4:68:4D:3E:59:38	-76
D4:68:4D:3E:81:98	-71
6C:AA:B3:32:31:C8	-110
6C:AA:B3:72:31:C8	-110
D4:68:4D:3E:81:A8	-61
D4:68:4D:3E:A4:28	-53
D4:68:4D:3E:81:88	-53
D4:68:4D:3E:91:D8	-71
D4:68:4D:3E:89:58	-84
D4:68:4D:3E:A6:88	-73
D4:68:4D:3E:A6:8C	-86
D4:68:4D:3E:8A:6C	-71
D4:68:4D:3E:82:9C	-42
D4:68:4D:3E:87:FC	-54
D4:68:4D:3E:59:3C	-110
D4:68:4D:3E:A4:2C	-73
D4:68:4D:3E:19:7C	-110
D4:68:4D:3E:81:9C	-82
D4:68:4D:3E:54:9C	-83
D4:68:4D:3E:54:DC	-84
D4:68:4D:3E:81:8C	-74
D4:68:4D:3E:8C:8C	-71
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-110
D4:68:4D:3E:A7:B8	-110
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-110
D4:68:4D:3E:A3:C8	-110
00:1E:4A:90:00:20	-110
D4:68:4D:3E:81:AC	-85
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-110
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-110
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-110
D4:68:4D:3E:8E:88	-88
D4:68:4D:3E:91:DC	-61
D4:68:4D:3E:82:98	-30
D4:68:4D:3E:54:98	-68
D4:68:4D:3E:54:D8	-76
D4:68:4D:3E:8A:68	-59
D4:68:4D:3E:87:F8	-48
D4:68:4D:3E:A3:08	-55
D4:68:4D:3E:19:78	-78
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-52
D4:68:4D:3E:59:38	-78
D4:68:4D:3E:81:98	-70
6C:AA:B3:32:31:C8	-110
6C:AA:B3:72:31:C8	-110
D4:68:4D:3E:81:A8	-54
D4:68:4D:3E:A4:28	-52
D4:68:4D:3E:81:88	-54
D4:68:4D:3E:91:D8	-51
D4:68:4D:3E:89:58	-83
D4:68:4D:3E:A6:88	-74
D4:68:4D:3E:A6:8C	-88
D4:68:4D:3E:8A:6C	-71
D4:68:4D:3E:82:9C	-43
D4:68:4D:3E:87:FC	-54
D4:68:4D:3E:59:3C	-110
D4:68:4D:3E:A4:2C	-72
D4:68:4D:3E:19:7C	-89
D4:68:4D:3E:81:9C	-80
D4:68:4D:3E:54:9C	-83
D4:68:4D:3E:54:DC	-89
D4:68:4D:3E:81:8C	-74
D4:68:4D:3E:8C:8C	-70
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-87
D4:68:4D:3E:A7:B8	-88
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-83
D4:68:4D:3E:A3:C8	-70
00:1E:4A:90:00:20	-110
D4:68:4D:3E:81:AC	-86
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-110
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-82
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-85
D4:68:4D:3E:8E:88	-88
D4:68:4D:3E:91:DC	-61
D4:68:4D:3E:82:98	-86
D4:68:4D:3E:54:98	-70
D4:68:4D:3E:54:D8	-78
D4:68:4D:3E:8A:68	-59
D4:68:4D:3E:87:F8	-78
D4:68:4D:3E:A3:08	-52
D4:68:4D:3E:19:78	-78
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-53
D4:68:4D:3E:59:38	-76
D4:68:4D:3E:81:98	-72
6C:AA:B3:32:31:C8	-110
6C:AA:B3:72:31:C8	-110
D4:68:4D:3E:81:A8	-60
D4:68:4D:3E:A4:28	-53
D4:68:4D:3E:81:88	-54
D4:68:4D:3E:91:D8	-51
D4:68:4D:3E:89:58	-85
D4:68:4D:3E:A6:88	-76
D4:68:4D:3E:A6:8C	-88
D4:68:4D:3E:8A:6C	-72
D4:68:4D:3E:82:9C	-43
D4:68:4D:3E:87:FC	-54
D4:68:4D:3E:59:3C	-85
D4:68:4D:3E:A4:2C	-73
D4:68:4D:3E:19:7C	-89
D4:68:4D:3E:81:9C	-84
D4:68:4D:3E:54:9C	-83
D4:68:4D:3E:54:DC	-84
D4:68:4D:3E:81:8C	-74
D4:68:4D:3E:8C:8C	-71
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-88
D4:68:4D:3E:A7:B8	-89
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-83
D4:68:4D:3E:A3:C8	-71
00:1E:4A:90:00:20	-110
D4:68:4D:3E:81:AC	-84
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-110
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-82
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-86
D4:68:4D:3E:8E:88	-86
D4:68:4D:3E:91:DC	-59
D4:68:4D:3E:82:98	-32
D4:68:4D:3E:54:98	-68
D4:68:4D:3E:54:D8	-78
D4:68:4D:3E:8A:68	-60
D4:68:4D:3E:87:F8	-48
D4:68:4D:3E:A3:08	-56
D4:68:4D:3E:19:78	-78
D4:68:4D:3E:81:C8	-110
D4:68:4D:3E:8C:88	-53
D4:68:4D:3E:59:38	-75
D4:68:4D:3E:81:98	-74
6C:AA:B3:32:31:C8	-110
6C:AA:B3:72:31:C8	-110
D4:68:4D:3E:81:A8	-61
D4:68:4D:3E:A4:28	-53
D4:68:4D:3E:81:88	-54
D4:68:4D:3E:91:D8	-50
D4:68:4D:3E:89:58	-85
D4:68:4D:3E:A6:88	-76
D4:68:4D:3E:A6:8C	-86
D4:68:4D:3E:8A:6C	-70
D4:68:4D:3E:82:9C	-48
D4:68:4D:3E:87:FC	-57
D4:68:4D:3E:59:3C	-85
D4:68:4D:3E:A4:2C	-72
D4:68:4D:3E:19:7C	-89
D4:68:4D:3E:81:9C	-81
D4:68:4D:3E:54:9C	-82
D4:68:4D:3E:54:DC	-84
D4:68:4D:3E:81:8C	-74
D4:68:4D:3E:8C:8C	-70
D4:68:4D:3E:A3:0C	-86
00:22:6B:47:B8:32	-88
D4:68:4D:3E:A7:B8	-89
D4:68:4D:3E:58:E8	-79
58:93:96:08:4A:18	-110
44:1C:A8:0F:72:9E	-83
D4:68:4D:3E:A3:C8	-72
00:1E:4A:90:00:20	-110
D4:68:4D:3E:81:AC	-85
D4:68:4D:3E:A6:38	-110
D4:68:4D:3E:77:38	-110
D4:68:4D:3E:78:A8	-110
D4:68:4D:3E:8E:38	-82
6C:AA:B3:32:24:68	-110
6C:AA:B3:72:24:68	-110
42:49:0F:9A:96:50	-86
D4:68:4D:3E:8E:88	-86
D4:68:4D:3E:91:DC	-60
D4:68:4D:3E:82:98	-32
D4:68:4D:3E:54:98	-71
D4:68:4D:3E:54:D8	-78
D4:68:4D:3E:8A:68	-61
D4:68:4D:3E:87:F8	-47
D4:68:4D:3E:A3:08	-55
D4:68:4D:3E:19:78	-78
